Local time,Open,High,Low,Close,Volume
23.10.2006 23:35:00.000 GMT+0530,1.25407,1.25437,1.25365,1.25420,0.011265399999999997
23.10.2006 23:40:00.000 GMT+0530,1.25428,1.25442,1.25382,1.25420,0.011624799999999996
23.10.2006 23:45:00.000 GMT+0530,1.25411,1.25457,1.25407,1.25438,0.011826500000000014
23.10.2006 23:50:00.000 GMT+0530,1.25445,1.25467,1.25413,1.25432,0.008696599999999994
23.10.2006 23:55:00.000 GMT+0530,1.25443,1.25471,1.25397,1.25445,0.014588700000000017
24.10.2006 00:00:00.000 GMT+0530,1.25445,1.25471,1.25423,1.25423,0.037122699999999946
24.10.2006 00:05:00.000 GMT+0530,1.25447,1.25462,1.25417,1.25462,0.020132200000000017
24.10.2006 00:10:00.000 GMT+0530,1.25462,1.25489,1.25448,1.25478,0.0141007
24.10.2006 00:15:00.000 GMT+0530,1.25481,1.25493,1.25439,1.25482,0.017283600000000007
24.10.2006 00:20:00.000 GMT+0530,1.25444,1.25504,1.25439,1.25490,0.02852259999999999
24.10.2006 00:25:00.000 GMT+0530,1.25468,1.25519,1.25464,1.25509,0.03301310000000001
24.10.2006 03:30:00.000 GMT+0530,1.25454,1.25485,1.25404,1.25470,0.003887100000000002
24.10.2006 03:35:00.000 GMT+0530,1.25458,1.25503,1.25439,1.25456,0.0046339
24.10.2006 03:40:00.000 GMT+0530,1.25485,1.25497,1.25447,1.25464,0.0038807000000000004
24.10.2006 03:45:00.000 GMT+0530,1.25475,1.25511,1.25433,1.25486,0.0049924
24.10.2006 03:50:00.000 GMT+0530,1.25497,1.25505,1.25445,1.25466,0.0037014000000000014
24.10.2006 03:55:00.000 GMT+0530,1.25429,1.25509,1.25424,1.25493,0.0031180999999999995
24.10.2006 04:00:00.000 GMT+0530,1.25503,1.25520,1.25450,1.25460,0.0044290000000000015
24.10.2006 04:05:00.000 GMT+0530,1.25486,1.25511,1.25445,1.25478,0.0045326
24.10.2006 04:10:00.000 GMT+0530,1.25477,1.25504,1.25439,1.25450,0.004150600000000002
24.10.2006 04:15:00.000 GMT+0530,1.25487,1.25501,1.25448,1.25468,0.004392099999999997
24.10.2006 04:20:00.000 GMT+0530,1.25465,1.25493,1.25428,1.25469,0.003621100000000001
24.10.2006 04:25:00.000 GMT+0530,1.25460,1.25489,1.25429,1.25462,0.0039528
24.10.2006 08:30:00.000 GMT+0530,1.25398,1.25434,1.25380,1.25412,0.003434200000000002
24.10.2006 08:35:00.000 GMT+0530,1.25428,1.25432,1.25380,1.25405,0.0036332000000000014
24.10.2006 08:40:00.000 GMT+0530,1.25427,1.25443,1.25394,1.25428,0.0042590999999999974
24.10.2006 08:45:00.000 GMT+0530,1.25423,1.25453,1.25400,1.25429,0.0035242000000000008
24.10.2006 08:50:00.000 GMT+0530,1.25430,1.25450,1.25393,1.25445,0.004247400000000002
24.10.2006 08:55:00.000 GMT+0530,1.25395,1.25438,1.25374,1.25383,0.0040662
24.10.2006 09:00:00.000 GMT+0530,1.25432,1.25441,1.25367,1.25399,0.004004299999999998
24.10.2006 09:05:00.000 GMT+0530,1.25391,1.25436,1.25388,1.25415,0.0042039
24.10.2006 09:10:00.000 GMT+0530,1.25412,1.25428,1.25371,1.25413,0.0039961
24.10.2006 09:15:00.000 GMT+0530,1.25405,1.25420,1.25378,1.25398,0.0038081000000000005
24.10.2006 09:20:00.000 GMT+0530,1.25400,1.25429,1.25386,1.25389,0.004228100000000003
24.10.2006 09:25:00.000 GMT+0530,1.25415,1.25432,1.25392,1.25399,0.004127800000000001
24.10.2006 09:30:00.000 GMT+0530,1.25410,1.25435,1.25392,1.25409,0.0037963000000000003
24.10.2006 09:35:00.000 GMT+0530,1.25414,1.25429,1.25389,1.25413,0.0044459999999999986
24.10.2006 09:40:00.000 GMT+0530,1.25405,1.25431,1.25375,1.25404,0.0037254000000000015
24.10.2006 09:45:00.000 GMT+0530,1.25404,1.25431,1.25378,1.25409,0.0039285000000000014
24.10.2006 09:50:00.000 GMT+0530,1.25423,1.25437,1.25396,1.25417,0.0042985
24.10.2006 09:55:00.000 GMT+0530,1.25406,1.25437,1.25389,1.25418,0.0037554000000000025
24.10.2006 10:00:00.000 GMT+0530,1.25418,1.25440,1.25396,1.25417,0.0032605
24.10.2006 10:05:00.000 GMT+0530,1.25420,1.25440,1.25390,1.25409,0.004232700000000001
24.10.2006 10:10:00.000 GMT+0530,1.25406,1.25434,1.25386,1.25416,0.003383600000000002
24.10.2006 10:15:00.000 GMT+0530,1.25417,1.25442,1.25401,1.25404,0.0040625
24.10.2006 10:20:00.000 GMT+0530,1.25408,1.25441,1.25391,1.25421,0.004301500000000001
